GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US37063001711,Census Tract 17.11; Durham County; North Carolina,2366,354,8.5,6.2,4.1,3.6,7.5,5.8,8.3,4.6,16.7,8.5,21,8.2,7.5,4.6,23.6,11.3,0.5,0.8,2.2,2.3,53714,8455,73486,19661,33.8,(X),(X),(X),(X),(X),917,196,1.7,3.3,6.5,8,4.5,7,12.9,8.6,21.4,14.2,30.3,14.9,7.6,6.8,9.9,7.9,1.3,2,3.8,4.7,51348,7951,60813,12566,(X),(X),32.9,(X),(X),(X),367,139,4.4,8,16.3,18.2,0,10.9,0,10.9,6.5,9.6,35.1,21.2,0,10.9,24.8,19.8,3.3,5.2,9.5,10.6,59055,35464,N,N,(X),(X),(X),(X),(X),(X),1449,364,12.8,9.8,2.6,3.1,9.5,8.6,6.6,5.6,13.8,10.7,17.5,8.7,3.9,4.7,32.3,17.3,0,2.9,1.1,2.4,54115,18980,79920,32109,(X),(X),(X),(X),30.8,(X)
1400000US37063001712,Census Tract 17.12; Durham County; North Carolina,2356,508,1.9,1.7,3.7,4.9,2,1.9,4.3,2.8,8.2,5.5,8.4,5.4,5.4,3.8,27.1,15.3,9,4.8,30,10.8,107485,32384,195980,59740,32.8,(X),(X),(X),(X),(X),1459,306,2.1,2.4,1.2,1.8,1.2,2.1,0.6,1.1,4.2,4.8,9.9,7,3.6,4.1,19.6,8.3,11.9,6.7,45.7,13.1,171314,57712,262942,84370,(X),(X),42.4,(X),(X),(X),1331,296,1,1.7,0,3.1,1.4,2.2,0.7,1.2,1.4,2.2,10.8,7.6,3.2,4.1,18.3,8.3,13.1,7,50.1,14.3,200250,69186,N,N,(X),(X),(X),(X),(X),(X),897,466,1.6,2.4,7.7,13.2,3.1,4.4,10.3,8.9,14.8,13.8,6.1,7.6,8.2,7.2,39.4,33.2,4.3,5.4,4.5,5.9,84732,71942,84121,25545,(X),(X),(X),(X),17.2,(X)
1400000US37063001713,Census Tract 17.13; Durham County; North Carolina,1437,178,1.5,2.3,0,2.9,8.7,9,5.7,4.4,9.5,6.2,11.6,5.9,7.5,4.3,22.8,9.2,15.9,8.3,16.6,6.3,120436,36438,146337,28587,38.6,(X),(X),(X),(X),(X),1037,182,0,4,0,4,7.6,10.6,5.5,5.4,4.2,3.9,12,7.1,5.8,3.6,23.6,9.3,19.9,11.2,21.4,8.5,138319,23554,171684,40072,(X),(X),32.7,(X),(X),(X),957,165,0,4.3,0,4.3,8.3,11.5,4.5,5.1,4.1,4,8.4,4.9,6.3,3.9,23.8,10,21.5,12.1,23.2,8.9,143546,18078,N,N,(X),(X),(X),(X),(X),(X),400,90,5.5,8.5,0,10.1,11.5,16.7,9.8,10,23.3,18.9,7.3,9.4,12,12,23.5,24.1,3,4.6,4.3,6.9,-,**,77991,26998,(X),(X),(X),(X),53.8,(X)
1400000US37063001801,Census Tract 18.01; Durham County; North Carolina,3163,377,0.9,1.1,2,2.1,14.3,9.1,5.6,3.5,10,5.9,27.5,9.4,16.4,5.7,12.7,6.3,7.5,4,3,2.2,63616,13474,76245,8983,36.4,(X),(X),(X),(X),(X),1961,385,0,2.1,3.4,3.5,8.6,8.1,3.6,3.8,4.9,5,34.9,12.8,16.3,8.3,15.2,7.3,8.3,5,4.9,3.5,70748,7538,87268,11367,(X),(X),39.8,(X),(X),(X),1373,346,0,3,0,3,8.6,10.2,2.8,3.8,0.8,1.3,40.8,12.9,15.1,8.7,15,8.3,9.8,6.8,7,5.1,72039,17121,N,N,(X),(X),(X),(X),(X),(X),1202,388,2.2,3.1,5.3,5.5,27.8,18.7,8.9,7.5,15,12,11.4,8.6,14.6,9.2,12.2,12,2.6,4.2,0,3.5,36317,17580,52048,12406,(X),(X),(X),(X),21.1,(X)
1400000US37063001802,Census Tract 18.02; Durham County; North Carolina,2248,302,4.7,4.3,2,2.2,3.2,3.1,17.4,10,17.9,9.1,19,7.1,10.7,6.3,18.8,8,2.5,2.6,3.7,3.8,56961,15139,76222,15776,52.8,(X),(X),(X),(X),(X),1826,331,12.2,11,1.7,2.3,3.8,3.7,10.1,5.4,12.2,6.8,21.3,8.5,12,7.3,19.8,8.4,2.2,2.8,4.6,4.6,61987,15902,76801,18300,(X),(X),50,(X),(X),(X),809,212,0,5.1,1.4,2.9,0,5.1,5.4,7.2,16.3,11.2,27.9,13.7,10.6,8.2,33.3,14,5.1,6.4,0,5.1,72192,31793,N,N,(X),(X),(X),(X),(X),(X),422,176,3.6,6,3.6,5.9,7.1,8.5,11.1,14.4,42.7,26.8,9.2,8.1,4.7,7.8,14.5,15.5,3.6,6.3,0,9.6,39078,4050,56172,16273,(X),(X),(X),(X),24.6,(X)
1400000US37063001806,Census Tract 18.06; Durham County; North Carolina,2762,351,3.5,3.6,0,1.5,10.7,8,6,4.7,3.9,3.6,22.2,8.9,11.6,6.2,26.6,9.1,9.3,5.6,6.2,5.5,86739,21301,95823,15482,26.3,(X),(X),(X),(X),(X),2163,367,0.4,0.8,0,1.9,12.7,9.9,2.6,2.6,2.4,3.3,24.7,11.6,12.6,7.2,28.7,12.2,11.9,7.1,4.1,4.5,90854,23613,95586,12200,(X),(X),17.2,(X),(X),(X),1436,330,0.6,1.2,0,2.9,4.5,4.4,1.9,2.7,3.6,4.7,19.3,13.2,18,11.1,29.6,14.4,16.5,10.4,6.1,6.5,104318,37842,N,N,(X),(X),(X),(X),(X),(X),599,188,14.9,15.2,0,6.8,3.3,5.4,18.5,18.7,9.3,10.8,30.2,22.6,8.2,9.9,1.8,3.9,0,6.8,13.7,16.1,56635,39743,88265,52007,(X),(X),(X),(X),41.9,(X)
1400000US37063001808,Census Tract 18.08; Durham County; North Carolina,4586,531,0,0.9,0.2,0.4,2.6,1.9,1.4,1.7,6.9,3.9,7.4,3.5,16.3,6.7,22.9,7.6,24,8.2,18.3,4.5,127425,13200,141671,11788,37.7,(X),(X),(X),(X),(X),3216,551,0,1.3,0,1.3,0.3,0.5,1.7,2.4,6.7,4.5,4.2,2.7,11.7,5.1,20.3,7.9,33,10.3,22.1,6.3,153807,12699,158439,14676,(X),(X),43.2,(X),(X),(X),2769,561,0,1.5,0,1.5,0.3,0.6,2,2.8,5.9,4.8,1.2,1.4,7.3,4.2,22.2,9.1,35.8,11.3,25.2,7.3,162930,18443,N,N,(X),(X),(X),(X),(X),(X),1370,291,0,3.1,0.7,1.3,8.1,6.1,0.7,1.4,7.4,6.1,17.3,11,27.1,16.5,26.7,15.8,6,5.5,5.9,5.4,85041,16974,96601,15344,(X),(X),(X),(X),21.5,(X)
1400000US37063001809,Census Tract 18.09; Durham County; North Carolina,3898,413,2.8,3.1,1.4,2.2,2.9,3.1,1.2,1.4,13.2,5.8,20.9,6.4,14.4,7.2,16.9,6,9.1,4.3,17.1,7.7,90873,19364,118829,20432,32.8,(X),(X),(X),(X),(X),2050,449,5.3,6,0,2,2.6,4.2,0,2,1.9,2.2,19.6,8.6,15.1,9.1,22.9,9.5,8.8,5.9,23.8,13.3,117687,30914,142007,32377,(X),(X),33,(X),(X),(X),1459,431,1.3,2.1,0,2.9,0,2.9,0,2.9,1.2,1.9,13.6,10.2,16.1,11.6,23.4,12.1,11,7.9,33.4,16.9,147575,34950,N,N,(X),(X),(X),(X),(X),(X),1848,384,0,2.3,3,4.6,6.2,6.4,2.6,3,22.9,10.8,22.3,10.5,14.4,10.5,11.8,6.8,8.7,6.8,8.1,6.5,61531,13526,89419,16599,(X),(X),(X),(X),29.7,(X)
1400000US37063001810,Census Tract 18.10; Durham County; North Carolina,1417,250,4.1,4.6,0,3,7.8,7.3,7.6,6.1,10.9,7.6,35.1,14.4,12.9,8.9,19.1,12.2,0,3,2.6,3.5,64619,8722,73018,12515,35.9,(X),(X),(X),(X),(X),1045,283,2.3,3.2,0,4,11.7,10.3,7.3,7.2,4.8,5.4,34.5,18.8,13.4,11.3,24.6,15.2,0,4,1.4,2.7,66558,14230,75898,11086,(X),(X),36.5,(X),(X),(X),619,308,0,6.6,0,6.6,16,16.6,2.6,5.1,0,6.6,24.6,29.6,12.9,16.9,41.5,24.3,0,6.6,2.4,5.3,88680,47964,N,N,(X),(X),(X),(X),(X),(X),372,141,12.9,16,0,10.8,0,10.8,8.3,12.4,27.4,25.8,30.1,21.2,11.6,12.7,3.8,6.6,0,10.8,5.9,11.6,51389,25417,61432,27099,(X),(X),(X),(X),32.3,(X)
1400000US37063001811,Census Tract 18.11; Durham County; North Carolina,2127,229,1.6,2.6,3.1,4.6,4.3,4,0.9,1.6,8.9,5.7,20.5,10.3,22.6,9.7,26.9,8,5.9,3.6,5.3,4.1,86199,11767,98091,14322,47.6,(X),(X),(X),(X),(X),1775,248,1.9,3.1,3.7,5.5,4.1,4.4,1.1,1.9,7,5.2,25.5,12.3,20.1,9.5,24.7,8.3,7.1,4.4,4.9,4.4,82348,12985,97133,16683,(X),(X),52,(X),(X),(X),1084,229,0,3.8,6,9,0,3.8,0,3.8,7,5.4,23.6,14.3,11,7.1,32.7,11.1,11.6,7.4,8,7,105714,23248,N,N,(X),(X),(X),(X),(X),(X),352,158,0,11.4,0,11.4,5.4,8.5,0,11.4,32.4,24.1,16.5,16,20.2,19,25,21.9,0,11.4,0.6,1.3,59659,44815,74403,17547,(X),(X),(X),(X),18.8,(X)
1400000US37063001900,Census Tract 19; Durham County; North Carolina,3178,297,1.2,1.1,0.3,0.5,3.6,2.6,2.3,1.9,10.8,4.6,12.7,3.7,10.2,3.2,32.6,6.6,9.5,5,16.8,5.5,110920,8832,123730,10872,31,(X),(X),(X),(X),(X),2199,278,0.5,0.9,0.4,0.7,3.1,3.1,2.4,2.6,8.4,4.7,10.1,4.7,9.5,3.8,33.6,7.6,10.3,5.2,21.6,7.6,122423,15570,133489,12763,(X),(X),35.1,(X),(X),(X),1930,259,0.6,1,0,2.2,3.6,3.6,2.7,3,5.6,3.9,8.9,4.7,9.6,4.1,33.4,7.9,11.7,5.8,23.8,8,131591,16451,N,N,(X),(X),(X),(X),(X),(X),979,212,2.6,3,0,4.2,4.6,4.8,2,1.9,16.9,10.2,18.5,9.2,11.2,6.1,30.5,11.6,7.8,8.8,5.9,5.2,93223,33264,101562,21865,(X),(X),(X),(X),22,(X)
1400000US37063002007,Census Tract 20.07; Durham County; North Carolina,2401,299,7.7,7.2,1,1.2,1.2,1.5,3.9,2.5,13.1,6.9,9.2,5.1,17.9,8.7,20.4,8.6,15.1,5.6,10.5,5.8,92035,13175,105194,12069,27.1,(X),(X),(X),(X),(X),1248,244,2.5,4.2,0,3.3,0,3.3,1.4,2.3,13,7.8,7.5,7.7,15.1,13,20.6,9.6,26,10.3,13.9,8.3,126786,30256,132177,15729,(X),(X),35.4,(X),(X),(X),911,167,3.4,5.7,0,4.6,0,4.6,2,3.1,13.6,9.7,4,5.3,12.3,10.7,13.2,6.5,34.6,12.9,17,11.1,151036,27189,N,N,(X),(X),(X),(X),(X),(X),1153,283,13.4,13.8,2.1,2.6,2.6,3.1,6.5,4.8,13.3,11.5,11,6.9,20.8,10.4,22.4,12.4,1.1,1.9,6.8,7.9,78447,27017,75553,17514,(X),(X),(X),(X),18.1,(X)
1400000US37063002008,Census Tract 20.08; Durham County; North Carolina,1427,237,1.1,1.7,0,2.9,2.1,3,0.9,1.1,2.3,2.3,6.8,4.5,10.4,5.2,17.7,8.9,7.8,4.3,50.9,10.8,225417,98518,293354,43410,32.8,(X),(X),(X),(X),(X),1135,244,0,3.7,0,3.7,0,3.7,0.6,1,0,3.7,6.4,4.7,11.3,6,17.3,10.6,7.4,5,57,11.9,"250,000+",***,332717,54326,(X),(X),38.1,(X),(X),(X),1042,235,0,4,0,4,0,4,0.7,1.1,0,4,3.5,3.7,7.7,4.3,18,11.8,8.1,5.3,62.1,11.9,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),292,79,5.1,8.5,0,13.5,10.3,13.9,2.1,3,11.3,10.9,17.1,14.2,7.2,8.3,13,10.5,9.6,8.7,24.3,15.1,77955,55424,132526,40180,(X),(X),(X),(X),12.3,(X)
1400000US37063002009,Census Tract 20.09; Durham County; North Carolina,2087,312,10.7,6.1,1.8,2.2,16.1,7,19.1,10.5,12.8,7.5,17.1,5.6,5.7,3.8,11.6,5.9,2.2,2,2.9,3.4,41328,13329,59151,14000,49.8,(X),(X),(X),(X),(X),1252,250,8.3,8.2,0,3.3,11.3,6.8,8,7,18.1,11.5,22,8.4,14.4,8,10.5,6.4,2.6,2.6,4.9,5.6,55133,16084,74474,21676,(X),(X),59.7,(X),(X),(X),480,156,1.7,3.1,0,8.5,21.9,14.5,2.9,3.6,9.4,7.3,25.8,16.8,5.8,4.9,21.3,11.5,3.5,3.3,7.7,11.4,55865,12739,N,N,(X),(X),(X),(X),(X),(X),835,277,14.3,9.7,4.6,5.6,23.4,14.3,35.7,19.7,6.2,6.1,11.4,8.5,1.1,1.8,3.5,4.3,0,5,0,5,26973,7320,30606,5940,(X),(X),(X),(X),34.9,(X)
1400000US37063002013,Census Tract 20.13; Durham County; North Carolina,2077,169,5.1,4,0.9,1.4,1.7,2.1,3.4,2.4,6.9,3.6,11.8,4,14.6,4.9,21.4,6.5,19.8,6.1,14.3,5.2,117153,21302,120529,10936,29.3,(X),(X),(X),(X),(X),1379,164,1.5,2.3,0,3,0,3,2.7,3,3.7,3,11.2,5.1,18.3,8,21,8.1,28.4,8.5,13.2,5,128140,13315,134609,10775,(X),(X),22.6,(X),(X),(X),1135,171,0,3.7,0,3.7,0,3.7,3.3,3.7,2.4,3,10.6,6.2,12.4,5.2,21.8,9.9,34.5,9.4,15.1,5.7,146375,22131,N,N,(X),(X),(X),(X),(X),(X),698,130,12.3,10.8,2.7,4.1,5.2,6.2,4.7,5.6,14,9.8,12.9,6.8,13.8,8.8,15.8,7.4,2.9,3.1,15.8,10.2,60694,34690,88597,22946,(X),(X),(X),(X),36.4,(X)
1400000US37063002015,Census Tract 20.15; Durham County; North Carolina,2471,268,5.1,5.1,0.4,0.8,5,4.4,3.2,2.6,23,9.6,25.4,9.8,11.5,5.9,13.1,5.3,6.9,3.4,6.4,3.5,64763,13028,85368,10752,37.8,(X),(X),(X),(X),(X),1116,221,0,3.7,1,1.6,8.1,9.6,1.3,2.4,18.7,11.4,26.3,13.9,11.3,9.4,14.2,7.5,7.3,4.8,11.8,6.9,69731,11299,101092,18263,(X),(X),42.4,(X),(X),(X),881,216,0,4.7,1.2,2.1,8.9,12,0,4.7,16.7,11.6,23.4,16.6,9.3,9.2,17.9,9.3,7.6,5.9,15,8.6,74911,19829,N,N,(X),(X),(X),(X),(X),(X),1355,319,9.4,9.5,0,3.1,2.5,2.9,4.8,4.5,26.5,15.2,25.5,13.1,10.7,9.4,12.3,8.8,6.6,4.8,1.8,2.2,59014,18745,72362,12114,(X),(X),(X),(X),33.9,(X)
1400000US37063002019,Census Tract 20.19; Durham County; North Carolina,2537,252,6.4,4.3,0.8,1.3,5.7,4.4,3.4,2.9,4.7,3.4,28.6,8.8,10.6,4.1,10.4,4.4,5.4,3,24.1,6.1,78191,18388,136692,17787,19.9,(X),(X),(X),(X),(X),1193,185,5.6,5.7,0,3.5,0,3.5,0,3.5,7.5,7.7,16.3,9.9,8.5,5.5,10.5,6.6,9.5,5.3,42,10.8,162730,59164,195085,30206,(X),(X),25.7,(X),(X),(X),1082,191,4.6,5.7,0,3.8,0,3.8,0,3.8,5,6.8,16.1,10.3,9.4,6,10.5,7.1,10.4,6,43.9,11.9,164671,62040,N,N,(X),(X),(X),(X),(X),(X),1344,258,7.1,5.2,1.6,2.4,10.8,8.2,6.3,5.5,4.8,3.8,39.4,12.8,9.7,6.5,10.3,6.1,1.7,2.6,8.2,5.2,63175,5202,83491,18075,(X),(X),(X),(X),12.1,(X)
1400000US37063002020,Census Tract 20.20; Durham County; North Carolina,3468,469,0,1.2,0,1.2,0.5,0.7,1.4,1.7,1.3,1.4,5.1,2.6,4,2.5,25.1,7.1,24.2,8.6,38.4,8.1,187440,15799,210261,21513,19.7,(X),(X),(X),(X),(X),2873,443,0,1.5,0,1.5,0,1.5,1,1.6,0.9,1.2,4.9,2.8,4.1,2.7,19.1,5.7,27.5,9.8,42.4,9,193274,6936,219270,22590,(X),(X),20.7,(X),(X),(X),2673,456,0,1.6,0,1.6,0,1.6,0,1.6,1,1.3,4.1,2.7,3.8,2.7,19.2,5.9,28.9,10.1,43,9.7,193548,6024,N,N,(X),(X),(X),(X),(X),(X),595,290,0,6.9,0,6.9,2.7,4.7,3,5.4,3,5.4,6.2,6.2,3.7,6.1,54.1,24.4,10.4,10.9,16.8,12.6,123326,6997,164822,49239,(X),(X),(X),(X),15,(X)
1400000US37063002021,Census Tract 20.21; Durham County; North Carolina,2150,240,2.5,3,0,2,7.4,4.7,5.1,3.6,10.4,5.6,12.8,6.6,8.5,4.2,23,7.5,15,5.4,15.3,5.8,102725,8203,115475,13490,24.7,(X),(X),(X),(X),(X),1201,225,2.1,3.5,1.3,2.3,1.3,2.1,3,3.8,0.7,3.6,6,5.4,7.2,5,32.5,11.3,23.3,8.7,22.6,8.3,136851,23718,150391,18322,(X),(X),32.8,(X),(X),(X),934,209,0,4.4,0,4.4,1.7,2.7,0,4.4,0,4.4,4.6,5.3,4.7,4.6,32.2,10,30,10.3,26.8,9.9,159839,18092,N,N,(X),(X),(X),(X),(X),(X),949,205,5.6,6.4,0,4.4,12.5,9.7,6,5.6,22.7,12.5,21.5,11.7,10.2,7,11,6.3,4.4,5.8,6.1,6,54618,25609,70547,13193,(X),(X),(X),(X),14.3,(X)
